AMJ1	AMJ	1
AMJ2	AMJ	2
BB1	BB	1
BB2	BB	2
BBB1	BBB	1
BBB2	BBB	2
BK1	BK	1
BK2	BK	2
BK3	BK	3
BK4	BK	4
Evrons1	Evrons	1
HDL1	HDL	1
HDL2	HDL	2
HDL4	HDL	4
MF1	MF	1
MF3	MF	3
MF4	MF	4
MF6	MF	6
SIB1	SIB	1
SIB2	SIB	2
ZZ1	ZZ	1
